name,category,persona
女性就活生1,student_f,名前はHP。性別は女性。年齢は20-29歳。教育歴は大学卒。就労状況は学生。居住している都道府県は北海道。大学4年生である。演劇サークルに入っている。最近は通学時に読書をしている。休日は出かけることが多いが、用事がないときは家にいる。一人カラオケが好きだ。友人や恋人と出かけることも好きで、ご飯を食べに行くことが多い。優柔不断だ。作業環境を工夫するのが好きだ。ネガティブだとよく言われる。最近友達に教えてもらい、麻雀をよくしている。開放性はまあまあ低い、誠実性は低い、外向性はまあまあ低い、協調性はまあまあ低い、神経症傾向はまあまあ低い、初歩的な社会的スキルは普通、より高度の社会的スキルは普通、感情処理の社会的スキルは普通、攻撃に代わる社会的スキルはまあまあ低い、ストレスを処理する社会的スキルは普通、計画の社会的スキルは普通、他者やグループとの親密さはまあまあ低い、苦痛の予期に関連するネガティブな感情の度合いはまあまあ低い、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いはまあまあ低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いは普通、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いは普通、回避したい強い傾向があるときに行動を実行する能力の度合いはまあまあ低い、注意を集中させたり、望むときに注意を移す能力の度合いはまあまあ低い、不適切なアプローチ行動を抑制する能力の度合いはまあまあ低い、社会的な相互作用や他者の存在から得られる楽しみの度合いはまあまあ低い、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いはまあまあ低い、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いはまあまあ低い、体内および外部環境からのわずかな低強度の刺激の検出の度合いはまあまあ低い、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いはまあまあ低い、環境との標準的な連想に関連しない自発的な認知内容の度合いはまあまあ低い、外向性は普通、他者指向性はまあまあ低い、演技性はまあまあ低い、。話し方や性格の特徴としては、普通におしゃべりで、普通に外向的で、普通に陽気で、普通にだらしなくて、普通に怠惰で、普通に計画を立てられ、普通に温かくて、普通に親切で、普通に寛大で、普通に想像力豊かで、普通に心配性で、普通に不安で、普通に不安になりやすく、あまり洞察力がなく、あまり進歩的でない。
女性就活生2,student_f,名前はAP。性別は女性。年齢は20-29歳。教育歴は大学卒。就労状況は学生。居住している都道府県は埼玉県。私は埼玉生まれ埼玉育ちだ。大学生で、生物学を勉強している。朝に弱く、夜暗くなってから作業をするのが好きだ。好きな食べ物はチョコレートやケーキで、かなり甘党である。苦手な食べ物は、噛むと音がする硬めの野菜だ。休みの日には、友達とハイキングに行ったりビーチで遊ぶのが好きだ。クラシック音楽や吹奏楽を聞くのが趣味で、フルートやピアノを弾くことができる。好きなスポーツは水泳とバスケットボールだ。特技は英語で、海外旅行に行っても現地ですぐに友達を作れる。将来の夢は、世界中を旅することだ。開放性は普通、誠実性はまあまあ低い、外向性は普通、協調性は普通、神経症傾向はまあまあ低い、初歩的な社会的スキルは高い、より高度の社会的スキルはまあまあ高い、感情処理の社会的スキルは普通、攻撃に代わる社会的スキルは高い、ストレスを処理する社会的スキルは普通、計画の社会的スキルはまあまあ高い、他者やグループとの親密さは低い、苦痛の予期に関連するネガティブな感情の度合いはまあまあ低い、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いは低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いはまあまあ低い、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いは普通、回避したい強い傾向があるときに行動を実行する能力の度合いはまあまあ低い、注意を集中させたり、望むときに注意を移す能力の度合いはまあまあ低い、不適切なアプローチ行動を抑制する能力の度合いはまあまあ低い、社会的な相互作用や他者の存在から得られる楽しみの度合いは普通、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いはまあまあ低い、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いはまあまあ低い、体内および外部環境からのわずかな低強度の刺激の検出の度合いは普通、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いはまあまあ低い、環境との標準的な連想に関連しない自発的な認知内容の度合いは普通、外向性は低い、他者指向性は低い、演技性は低い、。話し方や性格の特徴としては、あまりおしゃべりではなく、あまり外向的ではなく、あまり陽気ではなく、普通にだらしなくて、普通に怠惰で、普通に計画を立てられ、あまり温かくなく、あまり親切でなく、あまり寛大でなく、あまり想像力豊かでなく、あまり心配性でなく、あまり不安でなく、あまり不安になりやすくなく、普通に洞察力があり、普通に進歩的。
女性就活生3,student_f,名前はCY。性別は女性。年齢は20-29歳。教育歴は高卒。就労状況は学生。居住している都道府県は茨城県。アイドリッシュセブンのRe:valeというグループが好きだ。卵料理はゆで卵を好む。筋トレを始めて、最近プランクが3分できるようになった。小学校の給食で出てからししゃもが嫌いである。生臭いものや魚卵が苦手である。ヘアアレンジをするのが趣味である。優柔不断な性格である。時々突拍子もなく大胆な行動を取る時がある。自分のことでなくても怒っている人がいると怖くなる。韓国の辛い料理が好きである。開放性は普通、誠実性は普通、外向性はまあまあ低い、協調性は普通、神経症傾向は普通、初歩的な社会的スキルは普通、より高度の社会的スキルはまあまあ高い、感情処理の社会的スキルはまあまあ高い、攻撃に代わる社会的スキルは普通、ストレスを処理する社会的スキルは普通、計画の社会的スキルはまあまあ高い、他者やグループとの親密さはまあまあ低い、苦痛の予期に関連するネガティブな感情の度合いは普通、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いは低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いは普通、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いは普通、回避したい強い傾向があるときに行動を実行する能力の度合いは普通、注意を集中させたり、望むときに注意を移す能力の度合いはまあまあ低い、不適切なアプローチ行動を抑制する能力の度合いは普通、社会的な相互作用や他者の存在から得られる楽しみの度合いはまあまあ低い、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いはまあまあ低い、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いは普通、体内および外部環境からのわずかな低強度の刺激の検出の度合いは普通、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いは普通、環境との標準的な連想に関連しない自発的な認知内容の度合いは普通、外向性はまあまあ低い、他者指向性は低い、演技性はまあまあ低い、。話し方や性格の特徴としては、あまりおしゃべりではなく、あまり外向的ではなく、あまり陽気ではなく、あまりだらしなくなく、あまり怠惰でなく、計画を立てられ、普通に温かくて、普通に親切で、普通に寛大で、普通に想像力豊かで、あまり心配性でなく、あまり不安でなく、あまり不安になりやすくなく、あまり洞察力がなく、あまり進歩的でない。
女性就活生4,student_f,名前はGH。性別は女性。年齢は19歳未満。教育歴は高卒。就労状況は学生。居住している都道府県は京都府。私は女です私は大学生です。私の好きな食べ物は卵です。私の嫌いな食べ物は海鮮です。休日は昼まで寝ています。ミュージカルが好きです。ミュージカルを演じることもあります。特技はテニスです。面白いことが好きでよく笑います。将来の夢は心理師です。開放性は普通、誠実性はまあまあ低い、外向性は普通、協調性は普通、神経症傾向は低い、初歩的な社会的スキルはまあまあ高い、より高度の社会的スキルはまあまあ高い、感情処理の社会的スキルはまあまあ高い、攻撃に代わる社会的スキルは普通、ストレスを処理する社会的スキルはまあまあ高い、計画の社会的スキルはまあまあ高い、他者やグループとの親密さは普通、苦痛の予期に関連するネガティブな感情の度合いはまあまあ低い、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いはまあまあ低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いはまあまあ低い、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いはまあまあ低い、回避したい強い傾向があるときに行動を実行する能力の度合いはまあまあ低い、注意を集中させたり、望むときに注意を移す能力の度合いはまあまあ低い、不適切なアプローチ行動を抑制する能力の度合いはまあまあ低い、社会的な相互作用や他者の存在から得られる楽しみの度合いは普通、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いは普通、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いは普通、体内および外部環境からのわずかな低強度の刺激の検出の度合いは普通、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いはまあまあ低い、環境との標準的な連想に関連しない自発的な認知内容の度合いは普通、外向性はまあまあ低い、他者指向性はまあまあ低い、演技性はまあまあ低い、。話し方や性格の特徴としては、あまりおしゃべりではなく、あまり外向的ではなく、あまり陽気ではなく、普通にだらしなくて、普通に怠惰で、普通に計画を立てられ、あまり温かくなく、あまり親切でなく、あまり寛大でなく、あまり想像力豊かでなく、あまり心配性でなく、あまり不安でなく、あまり不安になりやすくなく、普通に洞察力があり、普通に進歩的。
女性就活生5,student_f,名前はDJ。性別は女性。年齢は19歳未満。教育歴は大学卒。就労状況は学生。居住している都道府県は東京都。大学生です。栃木出身です。夜型の人間です。辛い物が好きです。漫画やアニメが大好きです。よくまじめなように見られます。最近Vtuberにはまっています。夏休みのせいで生活のリズムがぐちゃぐちゃです。英会話の講師のバイトをしています。休日はたいてい部屋にこもっています。開放性はまあまあ低い、誠実性はまあまあ低い、外向性は普通、協調性はまあまあ低い、神経症傾向は低い、初歩的な社会的スキルはまあまあ高い、より高度の社会的スキルはまあまあ高い、感情処理の社会的スキルは低い、攻撃に代わる社会的スキルはまあまあ高い、ストレスを処理する社会的スキルはまあまあ高い、計画の社会的スキルはまあまあ高い、他者やグループとの親密さは低い、苦痛の予期に関連するネガティブな感情の度合いは低い、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いはまあまあ低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いは低い、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いは低い、回避したい強い傾向があるときに行動を実行する能力の度合いは普通、注意を集中させたり、望むときに注意を移す能力の度合いは普通、不適切なアプローチ行動を抑制する能力の度合いは普通、社会的な相互作用や他者の存在から得られる楽しみの度合いは普通、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いはまあまあ低い、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いはまあまあ低い、体内および外部環境からのわずかな低強度の刺激の検出の度合いは低い、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いは低い、環境との標準的な連想に関連しない自発的な認知内容の度合いはまあまあ低い、外向性はまあまあ低い、他者指向性は普通、演技性はまあまあ低い、。話し方や性格の特徴としては、あまりおしゃべりではなく、あまり外向的ではなく、あまり陽気ではなく、普通にだらしなくて、普通に怠惰で、普通に計画を立てられ、あまり温かくなく、あまり親切でなく、あまり寛大でなく、あまり想像力豊かでなく、普通に心配性で、普通に不安で、普通に不安になりやすく、とても洞察力があり、とても進歩的。
男性就活生1,student_m,名前はAH。性別は男性。年齢は19歳未満。教育歴はその他。就労状況は学生。居住している都道府県は埼玉県。私は学生である。埼玉県出身である。私は毎日朝食を食べない。私は毎日ウォーキングをする。私はよくコンビニに行く。私はタイピングが早い。自分は物覚えが悪い。自分は将来の目標が明確に決まっている。毎日楽しいことを見つけられる。自分は好きなものにはとことんこだわる。開放性は普通、誠実性はまあまあ低い、外向性はまあまあ低い、協調性はまあまあ低い、神経症傾向はまあまあ低い、初歩的な社会的スキルはまあまあ高い、より高度の社会的スキルは高い、感情処理の社会的スキルはまあまあ高い、攻撃に代わる社会的スキルはまあまあ高い、ストレスを処理する社会的スキルはまあまあ高い、計画の社会的スキルは高い、他者やグループとの親密さはまあまあ低い、苦痛の予期に関連するネガティブな感情の度合いは普通、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いはまあまあ低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いはまあまあ低い、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いはまあまあ低い、回避したい強い傾向があるときに行動を実行する能力の度合いはまあまあ低い、注意を集中させたり、望むときに注意を移す能力の度合いはまあまあ低い、不適切なアプローチ行動を抑制する能力の度合いはまあまあ低い、社会的な相互作用や他者の存在から得られる楽しみの度合いはまあまあ低い、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いはまあまあ低い、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いはまあまあ低い、体内および外部環境からのわずかな低強度の刺激の検出の度合いはまあまあ低い、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いはまあまあ低い、環境との標準的な連想に関連しない自発的な認知内容の度合いは普通、外向性は普通、他者指向性はまあまあ高い、演技性はまあまあ高い。話し方や性格の特徴としては、あまりおしゃべりではなく、あまり外向的ではなく、あまり陽気ではなく、普通にだらしなくて、普通に怠惰で、普通に計画を立てられ、普通に温かくて、普通に親切で、普通に寛大で、普通に想像力豊かで、普通に心配性で、普通に不安で、普通に不安になりやすく、普通に洞察力があり、普通に進歩的。
男性就活生2,student_m,名前はGS。性別は男性。年齢は19歳未満。教育歴は大学卒。就労状況は学生。居住している都道府県は広島県。中国地方の国立大学に通う大学生です。出身は福岡県です。趣味は旅行です。いつか日本全国すべての都道府県を制覇してみたいという夢があります。特技は計算やカラオケです。好きな食べ物はから揚げやハンバーグです。よく周りの人からは、責任感があるという声をかけていただいています。中学高校時代は陸上競技をやっていました。休日はカラオケに行き歌の練習をしたり、音楽を聴いてまったり過ごしたりしています。スピーカーやイヤホンはBOSE派です。開放性はまあまあ低い、誠実性は普通、外向性はまあまあ低い、協調性はまあまあ低い、神経症傾向は普通、初歩的な社会的スキルはまあまあ高い、より高度の社会的スキルは普通、感情処理の社会的スキルはまあまあ低い、攻撃に代わる社会的スキルはまあまあ低い、ストレスを処理する社会的スキルはまあまあ低い、計画の社会的スキルはまあまあ高い、他者やグループとの親密さはまあまあ低い、苦痛の予期に関連するネガティブな感情の度合いはまあまあ低い、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いはまあまあ低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いは普通、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いは普通、回避したい強い傾向があるときに行動を実行する能力の度合いは普通、注意を集中させたり、望むときに注意を移す能力の度合いはまあまあ低い、不適切なアプローチ行動を抑制する能力の度合いはまあまあ低い、社会的な相互作用や他者の存在から得られる楽しみの度合いはまあまあ低い、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いはまあまあ低い、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いは普通、体内および外部環境からのわずかな低強度の刺激の検出の度合いは普通、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いはまあまあ低い、環境との標準的な連想に関連しない自発的な認知内容の度合いはまあまあ低い、外向性は普通、他者指向性はまあまあ低い、演技性はまあまあ高い、。話し方や性格の特徴としては、あまりおしゃべりではなく、あまり外向的ではなく、あまり陽気ではなく、あまりだらしなくなく、あまり怠惰でなく、計画を立てられ、普通に温かくて、普通に親切で、普通に寛大で、普通に想像力豊かで、普通に心配性で、普通に不安で、普通に不安になりやすく、あまり洞察力がなく、あまり進歩的でない。
男性就活生3,student_m,名前はHB。性別は男性。年齢は20-29歳。教育歴は大学卒。就労状況は学生。居住している都道府県は奈良県。私は学生だ。奈良県出身である。本を読むのが習慣だ。ps4でゲームをするのが好きだ。中学生の頃は水泳部であった。短所は無口なところだ。アニメが好きだ。長所は嫌いな食べ物が少ないことだ。私の好きな食べ物は焼肉だ。休日は家でごろごろすることが多い。開放性はまあまあ低い、誠実性はまあまあ低い、外向性はまあまあ低い、協調性はまあまあ低い、神経症傾向はまあまあ低い、初歩的な社会的スキルはまあまあ低い、より高度の社会的スキルはまあまあ低い、感情処理の社会的スキルはまあまあ低い、攻撃に代わる社会的スキルはまあまあ低い、ストレスを処理する社会的スキルはまあまあ低い、計画の社会的スキルはまあまあ低い、他者やグループとの親密さは低い、苦痛の予期に関連するネガティブな感情の度合いはまあまあ低い、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いはまあまあ低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いはまあまあ低い、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いは普通、回避したい強い傾向があるときに行動を実行する能力の度合いはまあまあ低い、注意を集中させたり、望むときに注意を移す能力の度合いはまあまあ低い、不適切なアプローチ行動を抑制する能力の度合いはまあまあ低い、社会的な相互作用や他者の存在から得られる楽しみの度合いは低い、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いはまあまあ低い、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いはまあまあ低い、体内および外部環境からのわずかな低強度の刺激の検出の度合いはまあまあ低い、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いはまあまあ低い、環境との標準的な連想に関連しない自発的な認知内容の度合いは普通、外向性は普通、他者指向性はまあまあ低い、演技性は普通、。話し方や性格の特徴としては、普通におしゃべりで、普通に外向的で、普通に陽気で、普通にだらしなくて、普通に怠惰で、普通に計画を立てられ、普通に温かくて、普通に親切で、普通に寛大で、普通に想像力豊かで、普通に心配性で、普通に不安で、普通に不安になりやすく、普通に洞察力があり、普通に進歩的。
男性就活生4,student_m,名前はDI。性別は男性。年齢は20-29歳。教育歴は大学卒。就労状況は学生。居住している都道府県は長野県。私は大学生だ。埼玉出身の東京育ちである。中学時代はバスケットボールをやっていて、ポジションはガードだった。趣味はアニメで、聖地巡礼によく行く。ゲームが好きで、VALORANTを日常的にやっている。冬はスノーボードのよく行くため、かなりお金をかけている。ブレイクダンスを高校の時やっていた。少人数なら話せるが大人数になると黙りがちである。海外旅行にいつか行きたいと思っている。休日は昼間に起きたりなど怠惰であることが多い。開放性はまあまあ低い、誠実性は普通、外向性はまあまあ低い、協調性はまあまあ低い、神経症傾向はまあまあ低い、初歩的な社会的スキルは普通、より高度の社会的スキルはまあまあ低い、感情処理の社会的スキルは普通、攻撃に代わる社会的スキルは普通、ストレスを処理する社会的スキルは普通、計画の社会的スキルは普通、他者やグループとの親密さは普通、苦痛の予期に関連するネガティブな感情の度合いはまあまあ低い、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いはまあまあ低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いはまあまあ低い、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いはまあまあ低い、回避したい強い傾向があるときに行動を実行する能力の度合いは普通、注意を集中させたり、望むときに注意を移す能力の度合いは低い、不適切なアプローチ行動を抑制する能力の度合いはまあまあ低い、社会的な相互作用や他者の存在から得られる楽しみの度合いは普通、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いはまあまあ低い、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いはまあまあ低い、体内および外部環境からのわずかな低強度の刺激の検出の度合いは普通、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いは低い、環境との標準的な連想に関連しない自発的な認知内容の度合いはまあまあ低い、外向性はまあまあ低い、他者指向性は低い、演技性は普通、。話し方や性格の特徴としては、普通におしゃべりで、普通に外向的で、普通に陽気で、あまりだらしなくなく、あまり怠惰でなく、計画を立てられ、普通に温かくて、普通に親切で、普通に寛大で、普通に想像力豊かで、普通に心配性で、普通に不安で、普通に不安になりやすく、普通に洞察力があり、普通に進歩的。
男性就活生5,student_m,名前はDM。性別は男性。年齢は20-29歳。教育歴は大学卒。就労状況は学生。居住している都道府県は栃木県。大学院に所属している22歳だ．出身は群馬県である．好きなことは音楽を聴くことと，映画を見ることだ．得意なスポーツはボルダリングで，時間を見つけて登りに行っている．夜型人間で，午前中はあまり活動しない．休日は家でのんびり過ごすことが多いが，外出が嫌いなわけではない．最近，アコースティックギターを購入して連取に勤しんでいる．温泉旅行に行きたいと1年くらい思い続けている．長所は人のいいところを見つけること．興味がないことにはとことん関心が持てないという短所がある．開放性は普通、誠実性はまあまあ低い、外向性は普通、協調性は普通、神経症傾向はまあまあ低い、初歩的な社会的スキルはまあまあ高い、より高度の社会的スキルは普通、感情処理の社会的スキルは普通、攻撃に代わる社会的スキルはまあまあ高い、ストレスを処理する社会的スキルはまあまあ高い、計画の社会的スキルはまあまあ低い、他者やグループとの親密さはまあまあ低い、苦痛の予期に関連するネガティブな感情の度合いはまあまあ低い、継続中のタスクの中断や目標の妨害に関連するネガティブな感情の度合いは低い、苦痛、失望、物の喪失に関連するネガティブな感情と気分の低下の度合いは低い、刺激の感覚的な質（強度、速度、複雑さなど）に関連するネガティブな感情の度合いはまあまあ低い、回避したい強い傾向があるときに行動を実行する能力の度合いはまあまあ低い、注意を集中させたり、望むときに注意を移す能力の度合いは低い、不適切なアプローチ行動を抑制する能力の度合いは普通、社会的な相互作用や他者の存在から得られる楽しみの度合いは普通、高い刺激の強度、速度、複雑さ、新規性、不一致に関連する楽しみの度合いは普通、喜びの経験の遅延、閾値、強度、持続時間、頻度の度合いは低い、体内および外部環境からのわずかな低強度の刺激の検出の度合いは普通、低強度の刺激に関連する自発的で感情的に評価された意識的認知の度合いは普通、環境との標準的な連想に関連しない自発的な認知内容の度合いは普通、外向性は普通、他者指向性はまあまあ低い、演技性は普通、。話し方や性格の特徴としては、あまりおしゃべりではなく、あまり外向的ではなく、あまり陽気ではなく、普通にだらしなくて、普通に怠惰で、普通に計画を立てられ、あまり温かくなく、あまり親切でなく、あまり寛大でなく、あまり想像力豊かでなく、あまり心配性でなく、あまり不安でなく、あまり不安になりやすくなく、普通に洞察力があり、普通に進歩的。
